year_ID,player_ID,name_common,age,team_ID,lg_ID,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB,pos_summary
1996,gatesbr01,Brent Gates,26,OAK,AL,64,274,247,26,65,19,2,2,30,1,1,18,35,.263,.316,.381,.697,75,94,9,2,5,2,0,4
1996,giambja01,Jason Giambi,25,OAK,AL,140,598,536,84,156,40,1,20,79,0,1,51,95,.291,.355,.481,.836,109,258,15,5,1,5,3,375D/9
1996,gibrast01,Steve Gibralter,23,CIN,NL,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/87
1996,gilbe01,Benji Gil,23,TEX,AL,5,7,5,0,2,0,0,0,1,0,1,1,1,.400,.500,.400,.900,128,2,0,0,1,0,0,/6
1996,gilesbr02,Brian Giles,25,CLE,AL,51,143,121,26,43,14,1,5,27,3,0,19,13,.355,.434,.612,1.045,162,74,6,0,0,3,4,D7/9
1996,gilkebe01,Bernard Gilkey,29,NYM,NL,153,656,571,108,181,44,3,30,117,17,9,73,125,.317,.393,.562,.955,155,321,18,4,0,8,7,*7
1996,giovaed01,Ed Giovanola,27,ATL,NL,43,94,82,10,19,2,0,0,7,1,0,8,13,.232,.304,.256,.560,47,21,3,1,2,1,0,6/54
1996,girarjo01,Joe Girardi,31,NYY,AL,124,471,422,55,124,22,3,2,45,13,4,30,55,.294,.346,.374,.720,82,158,11,5,11,3,1,*2/D
1996,glanvdo01,Doug Glanville,25,CHC,NL,49,89,83,10,20,5,1,1,10,2,0,3,11,.241,.264,.361,.626,62,30,0,0,2,1,0,7/89
1996,glavito02,Tom Glavine,30,ATL,NL,39,96,76,8,22,4,0,0,3,0,0,5,17,.289,.333,.342,.675,76,26,2,0,15,0,0,1
1996,goffje01,Jerry Goff,32,HOU,NL,1,4,4,1,2,0,0,1,2,0,0,0,1,.500,.500,1.250,1.750,360,5,0,0,0,0,0,/2
1996,gomezch02,Chris Gomez,25,TOT,MLB,137,528,456,53,117,21,1,4,45,3,3,57,84,.257,.347,.333,.680,82,152,16,7,6,2,1,*6
1996,gomezch02,Chris Gomez,25,DET,AL,48,150,128,21,31,5,0,1,16,1,1,18,20,.242,.340,.305,.645,66,39,5,1,3,0,0,6
1996,gomezch02,Chris Gomez,25,SDP,NL,89,378,328,32,86,16,1,3,29,2,2,39,64,.262,.349,.345,.694,89,113,11,6,3,2,1,6
1996,gomezle02,Leo Gomez,30,CHC,NL,136,427,362,44,86,19,0,17,56,1,4,53,94,.238,.344,.431,.775,102,156,8,7,3,2,0,*5/36
1996,gonzare01,Rene Gonzales,35,TEX,AL,51,104,92,19,20,4,0,2,5,0,0,10,11,.217,.288,.326,.615,52,30,3,0,0,2,0,356/47
1996,gonzaal01,Alex Gonzalez,23,TOR,AL,147,587,527,64,124,30,5,14,64,16,6,45,127,.235,.300,.391,.691,74,206,12,5,7,3,0,*6
1996,gonzaju03,Juan Gonzalez,26,TEX,AL,134,592,541,89,170,33,2,47,144,2,0,45,82,.314,.368,.643,1.011,145,348,10,3,0,3,12,9D
1996,gonzalu01,Luis Gonzalez,28,CHC,NL,146,555,483,70,131,30,4,15,79,9,6,61,49,.271,.354,.443,.797,108,214,13,4,1,6,8,*7/3
1996,goodwcu01,Curtis Goodwin,23,CIN,NL,49,156,136,20,31,3,0,0,5,15,6,19,34,.228,.323,.250,.573,54,34,1,0,1,0,0,8/79
1996,goodwto01,Tom Goodwin,27,KCR,AL,143,587,524,80,148,14,4,1,35,66,22,39,79,.282,.334,.330,.664,70,173,3,2,21,1,0,*87/D
1996,gracema01,Mark Grace,32,CHC,NL,142,616,547,88,181,39,1,9,75,2,3,62,41,.331,.396,.455,.851,123,249,18,1,0,6,8,*3
1996,gracemi02,Mike Grace,26,PHI,NL,12,33,29,1,4,0,0,0,0,0,0,2,11,.138,.219,.138,.357,-2,4,0,1,1,0,0,1
1996,graffto01,Tony Graffanino,24,ATL,NL,22,52,46,7,8,1,1,0,2,0,0,4,13,.174,.250,.239,.489,28,11,0,1,0,1,0,4
1996,grebecr01,Craig Grebeck,31,FLA,NL,50,103,95,8,20,1,0,1,9,0,0,4,14,.211,.245,.253,.498,34,24,2,1,1,2,1,4/65
1996,greensh01,Shawn Green,23,TOR,AL,132,465,422,52,118,32,3,11,45,5,1,33,75,.280,.342,.448,.790,99,189,9,8,0,2,3,*9/8D
1996,greench02,Charlie Greene,25,NYM,NL,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2
1996,greento02,Todd Greene,25,CAL,AL,29,84,79,9,15,1,0,2,9,2,0,4,11,.190,.238,.278,.517,32,22,4,1,0,0,0,2/D
1996,greenwi01,Willie Greene,24,CIN,NL,115,325,287,48,70,5,5,19,63,0,1,36,88,.244,.327,.495,.822,114,142,5,0,1,1,6,5/7396
1996,greenmi01,Mike Greenwell,32,BOS,AL,77,318,295,35,87,20,1,7,44,4,0,18,27,.295,.336,.441,.777,94,130,11,2,0,3,3,7/89
1996,greerru01,Rusty Greer,27,TEX,AL,139,617,542,96,180,41,6,18,100,9,0,62,86,.332,.397,.530,.927,128,287,9,3,0,10,4,*7/38D
1996,griffke02,Ken Griffey Jr.,26,SEA,AL,140,638,545,125,165,26,2,49,140,16,1,78,104,.303,.392,.628,1.020,154,342,7,7,1,7,13,*8/D
1996,grissma02,Marquis Grissom,29,ATL,NL,158,723,671,106,207,32,10,23,74,28,11,41,73,.308,.349,.489,.838,114,328,12,3,4,4,6,*8
1996,grudzma01,Mark Grudzielanek,26,MON,NL,153,696,657,99,201,34,4,6,49,33,7,26,83,.306,.340,.397,.737,93,261,10,9,1,3,3,*6
1996,guerrvl01,Vladimir Guerrero,21,MON,NL,9,27,27,2,5,0,0,1,1,0,0,0,3,.185,.185,.296,.481,24,8,1,0,0,0,0,/98
1996,guerrwi01,Wilton Guerrero,21,LAD,NL,5,2,2,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,
1996,guilloz01,Ozzie Guillen,32,CHW,AL,150,528,499,62,131,24,8,4,45,6,5,10,27,.263,.273,.367,.640,64,183,10,0,12,7,0,*6/7
1996,guthrma01,Mark Guthrie,30,LAD,NL,66,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1996,gutieri01,Ricky Gutierrez,26,HOU,NL,89,249,218,28,62,8,1,1,15,6,1,23,42,.284,.359,.344,.703,94,75,4,3,4,1,3,6/54
1996,gwynnch01,Chris Gwynn,31,SDP,NL,81,100,90,8,16,4,0,1,10,0,0,10,28,.178,.260,.256,.516,41,23,2,0,0,0,0,9/73
1996,gwynnto01,Tony Gwynn,36,SDP,NL,116,498,451,67,159,27,2,3,50,11,4,39,17,.353,.400,.441,.842,128,199,17,1,1,6,12,*9
1996,habyajo01,John Habyan,32,COL,NL,19,4,3,0,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,-32,0,1,0,0,0,0,1
1996,hajekda01,Dave Hajek,28,HOU,NL,8,12,10,3,3,1,0,0,0,0,0,2,0,.300,.417,.400,.817,125,4,3,0,0,0,0,/54
1996,halech01,Chip Hale,31,MIN,AL,85,98,87,8,24,5,0,1,16,0,0,10,6,.276,.347,.368,.715,81,32,3,0,0,1,2,4D/359
1996,hallda01,Darren Hall,31,LAD,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1996,hallme01,Mel Hall,35,SFG,NL,25,27,25,3,3,0,0,0,5,0,0,1,4,.120,.148,.120,.268,-26,3,0,0,0,1,0,/79
1996,hamelbo01,Bob Hamelin,28,KCR,AL,89,299,239,31,61,14,1,9,40,5,2,54,58,.255,.391,.435,.826,110,104,7,2,0,4,2,D3
1996,hamilda02,Darryl Hamilton,31,TEX,AL,148,696,627,94,184,29,4,6,51,15,5,54,66,.293,.348,.381,.730,81,239,15,2,7,6,4,*8
1996,hamiljo02,Joey Hamilton,25,SDP,NL,34,81,68,7,11,2,0,1,4,0,0,2,32,.162,.186,.235,.421,13,16,1,0,11,0,0,1
1996,hammoch01,Chris Hammond,30,FLA,NL,38,18,15,1,1,0,0,0,0,0,0,1,7,.067,.125,.067,.192,-47,1,0,0,2,0,0,1
1996,hammoje01,Jeffrey Hammonds,25,BAL,AL,71,282,248,38,56,10,1,9,27,3,3,23,53,.226,.301,.383,.684,72,95,7,4,6,1,1,79/8D
1996,hamptmi01,Mike Hampton,23,HOU,NL,29,54,42,9,10,1,0,0,3,0,0,4,11,.238,.319,.262,.581,62,11,1,1,7,0,0,1
1996,hancole01,Lee Hancock,29,PIT,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,hancory01,Ryan Hancock,24,CAL,AL,1,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,414,1,0,0,0,0,0,1
1996,haneyto01,Todd Haney,30,CHC,NL,49,92,82,11,11,1,0,0,3,1,0,7,15,.134,.200,.146,.346,-7,12,1,0,2,1,0,4/56
1996,hanseda01,Dave Hansen,27,LAD,NL,80,116,104,7,23,1,0,0,6,0,0,11,22,.221,.293,.231,.524,45,24,4,0,0,1,1,5/3
1996,hardtja01,Jason Hardtke,24,NYM,NL,19,60,57,3,11,5,0,0,6,0,0,2,12,.193,.233,.281,.514,38,16,1,1,0,0,0,4
1996,harnipe01,Pete Harnisch,29,NYM,NL,32,68,55,3,5,1,0,0,1,0,0,2,18,.091,.121,.109,.230,-37,6,0,0,10,1,0,1
1996,harrile01,Lenny Harris,31,CIN,NL,125,333,302,33,86,17,2,5,32,14,6,21,31,.285,.330,.404,.734,93,122,3,1,6,3,1,5793/48
1996,hartgde01,Dean Hartgraves,29,TOT,NL,39,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
1996,hartgde01,Dean Hartgraves,29,HOU,NL,19,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
1996,hartgde01,Dean Hartgraves,29,ATL,NL,20,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1996,haselbi01,Bill Haselman,30,BOS,AL,77,257,237,33,65,13,1,8,34,4,2,19,52,.274,.331,.439,.770,92,104,13,1,0,0,3,2/3D
1996,hattesc01,Scott Hatteberg,26,BOS,AL,10,14,11,3,2,1,0,0,0,0,0,3,2,.182,.357,.273,.630,63,3,2,0,0,0,0,2
1996,hawblry01,Ryan Hawblitzel,25,COL,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
1996,hayesch01,Charlie Hayes,31,TOT,MLB,148,569,526,58,133,24,2,12,75,6,0,37,90,.253,.300,.375,.675,74,197,17,0,3,3,4,*5
1996,hayesch01,Charlie Hayes,31,PIT,NL,128,500,459,51,114,21,2,10,62,6,0,36,78,.248,.301,.368,.669,74,169,16,0,2,3,4,*5
1996,hayesch01,Charlie Hayes,31,NYY,AL,20,69,67,7,19,3,0,2,13,0,0,1,12,.284,.294,.418,.712,77,28,1,0,1,0,0,5
1996,heflibr01,Bronson Heflin,24,PHI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1996,helliri01,Rick Helling,25,TOT,MLB,5,9,9,1,1,0,0,0,0,0,0,0,3,.111,.111,.111,.222,-40,1,0,0,0,0,0,1
1996,helliri01,Rick Helling,25,FLA,NL,5,9,9,1,1,0,0,0,0,0,0,0,3,.111,.111,.111,.222,-40,1,0,0,0,0,0,/1
1996,henderi01,Rickey Henderson,37,SDP,NL,148,602,465,110,112,17,2,9,29,37,15,125,90,.241,.410,.344,.754,108,160,5,10,0,2,2,*798
1996,hennemi01,Mike Henneman,34,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,henrydo01,Doug Henry,32,NYM,NL,58,5,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1996,heredfe01,Felix Heredia,21,FLA,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,hermadu01,Dustin Hermanson,23,SDP,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1996,hernaca01,Carlos Hernandez,29,LAD,NL,13,16,14,1,4,0,0,0,0,0,0,2,2,.286,.375,.286,.661,84,4,0,0,0,0,0,/2
1996,hernajo01,Jose Hernandez,26,CHC,NL,131,363,331,52,80,14,1,10,41,4,0,24,97,.242,.293,.381,.674,75,126,10,1,5,2,4,65/48
1996,hernali01,Livan Hernandez,21,FLA,NL,1,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,439,1,0,0,0,0,0,/1
1996,hernaro01,Roberto Hernandez,31,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,hernaxa01,Xavier Hernandez,30,TOT,NL,61,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
1996,hernaxa01,Xavier Hernandez,30,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1996,hernaxa01,Xavier Hernandez,30,HOU,NL,58,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
1996,herrejo02,Jose Herrera,23,OAK,AL,108,346,320,44,86,15,1,6,30,8,2,20,59,.269,.318,.378,.696,75,121,5,3,3,0,1,98/D
1996,hiattph01,Phil Hiatt,27,DET,AL,7,23,21,3,4,0,1,0,1,0,0,2,11,.190,.261,.286,.547,39,6,1,0,0,0,0,/5D79
1996,higgibo02,Bobby Higginson,25,DET,AL,130,515,440,75,141,35,0,26,81,6,3,65,66,.320,.404,.577,.982,145,254,7,1,3,6,7,*798/D
1996,hillgl01,Glenallen Hill,31,SFG,NL,98,421,379,56,106,26,0,19,67,6,3,33,95,.280,.344,.499,.843,124,189,6,6,0,3,3,9
1996,hillke01,Ken Hill,30,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,hockide01,Denny Hocking,26,MIN,AL,49,137,127,16,25,6,0,1,10,3,3,8,24,.197,.243,.268,.510,29,34,3,0,1,1,0,9/643D
1996,hoffmtr01,Trevor Hoffman,28,SDP,NL,70,9,8,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
1996,hoilech01,Chris Hoiles,31,BAL,AL,127,481,407,64,105,13,0,25,73,0,1,57,97,.258,.356,.474,.830,108,193,7,9,1,7,1,*2/3
1996,holbeaa01,Aaron Holbert,23,STL,NL,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/4
1996,hollato01,Todd Hollandsworth,23,LAD,NL,149,526,478,64,139,26,4,12,59,21,6,41,93,.291,.348,.437,.785,113,209,2,2,3,2,1,*78/9
1996,hollida01,Dave Hollins,30,TOT,AL,149,616,516,88,135,29,0,16,78,6,6,84,117,.262,.377,.411,.788,99,212,11,13,1,2,7,*5/D36
1996,hollida01,Dave Hollins,30,MIN,AL,121,503,422,71,102,26,0,13,53,6,4,71,102,.242,.364,.396,.760,92,167,9,10,0,0,5,*5/D6
1996,hollida01,Dave Hollins,30,SEA,AL,28,113,94,17,33,3,0,3,25,0,2,13,15,.351,.438,.479,.916,133,45,2,3,1,2,2,5/3
1996,holmeda01,Darren Holmes,30,COL,NL,62,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,-9,0,0,0,0,0,0,1
1996,holtch01,Chris Holt,24,HOU,NL,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
1996,holzema01,Mark Holzemer,26,CAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,honeyri01,Rick Honeycutt,42,STL,NL,61,3,1,0,0,0,0,0,1,0,0,2,1,.000,.667,.000,.667,97,0,0,0,0,0,0,1
1996,hookch01,Chris Hook,27,SFG,NL,10,2,2,0,1,0,0,0,1,0,0,0,1,.500,.500,.500,1.000,172,1,0,0,0,0,0,1
1996,hopejo01,John Hope,25,PIT,NL,5,6,5,0,1,0,0,0,0,1,0,0,0,.200,.200,.200,.400,5,1,0,0,1,0,0,/1
1996,hoseydw01,Dwayne Hosey,29,BOS,AL,28,87,78,13,17,2,2,1,3,6,3,7,17,.218,.282,.333,.616,55,26,0,0,2,0,0,8/7D
1996,houstty01,Tyler Houston,25,TOT,NL,79,151,142,21,45,9,1,3,27,3,2,9,27,.317,.358,.458,.815,112,65,5,0,0,0,1,23/547
1996,houstty01,Tyler Houston,25,ATL,NL,33,28,27,3,6,2,1,1,8,0,0,1,9,.222,.250,.481,.731,84,13,1,0,0,0,0,3/7
1996,houstty01,Tyler Houston,25,CHC,NL,46,123,115,18,39,7,0,2,19,3,2,8,18,.339,.382,.452,.834,118,52,4,0,0,0,1,2/543
1996,howarda02,David Howard,29,KCR,AL,143,485,420,51,92,14,5,4,48,5,6,40,74,.219,.291,.305,.595,52,128,6,4,17,4,0,*6/438D
1996,howarma01,Matt Howard,28,NYY,AL,35,59,54,9,11,1,0,1,9,1,0,2,8,.204,.228,.278,.506,27,15,2,0,2,1,0,4/5
1996,howarth01,Thomas Howard,31,CIN,NL,121,386,360,50,98,19,10,6,42,6,5,17,51,.272,.307,.431,.738,93,155,5,3,2,4,3,789
1996,howelja02,Jack Howell,34,CAL,AL,66,136,126,20,34,4,1,8,21,0,1,10,30,.270,.324,.508,.831,108,64,3,0,0,0,0,5/D34
1996,hubbami01,Mike Hubbard,25,CHC,NL,21,39,38,1,4,0,0,1,4,0,0,0,15,.105,.103,.184,.287,-27,7,1,0,0,1,0,2
1996,hubbatr01,Trent Hubbard,32,TOT,NL,55,101,89,15,19,5,2,2,14,2,0,11,27,.213,.307,.382,.689,72,34,3,1,0,0,0,87
1996,hubbatr01,Trent Hubbard,32,COL,NL,45,70,60,12,13,5,1,1,12,2,0,9,22,.217,.329,.383,.712,72,23,1,1,0,0,0,8/7
1996,hubbatr01,Trent Hubbard,32,SFG,NL,10,31,29,3,6,0,1,1,2,0,0,2,5,.207,.258,.379,.637,70,11,2,0,0,0,0,/78
1996,hudekjo01,John Hudek,29,HOU,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,hudlere01,Rex Hudler,35,CAL,AL,92,317,302,60,94,20,3,16,40,14,5,9,54,.311,.337,.556,.893,123,168,7,3,2,1,0,48/D73
1996,huffmi01,Mike Huff,32,TOR,AL,11,30,29,5,5,0,1,0,0,0,0,1,5,.172,.200,.241,.441,12,7,0,0,0,0,0,/8957
1996,hulseda01,David Hulse,28,MIL,AL,81,127,117,18,26,3,0,0,6,4,1,8,16,.222,.272,.248,.520,32,29,2,0,2,0,0,879/D
1996,hundlto01,Todd Hundley,27,NYM,NL,153,624,540,85,140,32,1,41,112,1,3,79,146,.259,.356,.550,.906,140,297,9,3,0,2,15,*2
1996,huntebr01,Brian Hunter,28,SEA,AL,75,221,198,21,53,10,0,7,28,0,1,15,43,.268,.327,.424,.752,90,84,6,4,1,3,2,37/D9
1996,huntebr02,Brian Hunter,25,HOU,NL,132,553,526,74,145,27,2,5,35,35,9,17,92,.276,.297,.363,.660,80,191,6,2,1,7,0,*8
1996,hunteri01,Rich Hunter,21,PHI,NL,15,23,18,2,3,1,0,0,0,0,0,1,5,.167,.211,.222,.433,15,4,0,0,4,0,0,1
1996,hurstbi01,Bill Hurst,26,FLA,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1996,huskebu01,Butch Huskey,24,NYM,NL,118,445,414,43,115,16,2,15,60,1,2,27,77,.278,.319,.435,.754,101,180,10,0,0,4,3,39/5
1996,husonje01,Jeff Huson,31,BAL,AL,17,30,28,5,9,1,0,0,2,0,0,1,3,.321,.333,.357,.690,75,10,0,0,0,1,0,4/59
1996,huttoma01,Mark Hutton,26,TOT,MLB,13,20,19,2,6,0,0,1,1,0,0,0,6,.316,.316,.474,.789,108,9,1,0,1,0,0,1
1996,huttoma01,Mark Hutton,26,FLA,NL,13,20,19,2,6,0,0,1,1,0,0,0,6,.316,.316,.474,.789,108,9,1,0,1,0,0,1
1996,hyersti01,Tim Hyers,24,DET,AL,17,30,26,1,2,1,0,0,0,0,0,4,5,.077,.200,.115,.315,-17,3,1,0,0,0,2,/3D7
1996,ibanera01,Raul Ibanez,24,SEA,AL,4,6,5,0,0,0,0,0,0,0,0,0,1,.000,.167,.000,.167,-52,0,0,1,0,0,0,/D
1996,incavpe01,Pete Incaviglia,32,TOT,MLB,111,337,302,37,73,9,2,18,50,2,0,30,89,.242,.318,.464,.781,103,140,6,4,0,1,2,7/D9
1996,incavpe01,Pete Incaviglia,32,PHI,NL,99,302,269,33,63,7,2,16,42,2,0,30,82,.234,.318,.454,.771,102,122,6,3,0,0,2,7/9
1996,incavpe01,Pete Incaviglia,32,BAL,AL,12,35,33,4,10,2,0,2,8,0,0,0,7,.303,.314,.545,.860,112,18,0,1,0,1,0,/7D
1996,isrinja01,Jason Isringhausen,23,NYM,NL,27,57,51,5,13,2,0,2,9,0,0,3,15,.255,.291,.412,.703,87,21,0,0,2,1,0,1
1996,jacksda04,Damian Jackson,22,CLE,AL,5,11,10,2,3,2,0,0,1,0,0,1,4,.300,.364,.500,.864,117,5,0,0,0,0,0,/6
1996,jacksda02,Danny Jackson,34,STL,NL,13,10,9,1,3,2,0,0,4,0,0,0,1,.333,.333,.556,.889,131,5,0,0,1,0,0,1
1996,jacksmi02,Michael Jackson,31,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,jahajo01,John Jaha,30,MIL,AL,148,636,543,108,163,28,1,34,118,3,1,85,118,.300,.398,.543,.941,133,295,16,5,0,3,1,3D
1996,jamesdi01,Dion James,33,NYY,AL,6,13,12,1,2,0,0,0,0,1,0,1,2,.167,.231,.167,.397,3,2,1,0,0,0,0,/7D9
1996,jarvike01,Kevin Jarvis,26,CIN,NL,24,44,36,2,6,1,0,0,1,0,0,0,12,.167,.167,.194,.361,-5,7,1,0,8,0,0,1
1996,javiest01,Stan Javier,32,SFG,NL,71,306,274,44,74,25,0,2,22,14,2,25,51,.270,.336,.383,.719,94,105,4,2,5,0,0,89
1996,jeffegr01,Gregg Jefferies,28,PHI,NL,104,446,404,59,118,17,3,7,51,20,6,36,21,.292,.348,.401,.749,98,162,9,1,0,5,6,37
1996,jeffere01,Reggie Jefferson,27,BOS,AL,122,418,386,67,134,30,4,19,74,0,0,25,89,.347,.388,.593,.981,143,229,11,3,0,4,5,D73
1996,jenniro01,Robin Jennings,24,CHC,NL,31,62,58,7,13,5,0,0,4,1,0,3,9,.224,.274,.310,.585,53,18,1,1,0,0,0,9
1996,jensema01,Marcus Jensen,23,SFG,NL,9,27,19,4,4,1,0,0,4,0,0,8,7,.211,.444,.263,.708,98,5,1,0,0,0,0,/2
1996,jeterde01,Derek Jeter,22,NYY,AL,157,654,582,104,183,25,6,10,78,14,7,48,102,.314,.370,.430,.800,101,250,13,9,6,9,1,*6
1996,johnsdo04,Doug Johns,28,OAK,AL,2,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,johnsbr01,Brian Johnson,28,SDP,NL,82,257,243,18,66,13,1,8,35,0,0,4,36,.272,.290,.432,.722,93,105,8,4,2,4,2,2/35
1996,johnsch04,Charles Johnson,24,FLA,NL,120,435,386,34,84,13,1,13,37,1,0,40,91,.218,.292,.358,.649,73,138,20,2,2,4,6,*2
1996,johnsla03,Lance Johnson,32,NYM,NL,160,724,682,117,227,31,21,9,69,50,12,33,40,.333,.362,.479,.841,125,327,8,1,3,5,8,*8
1996,johnsma01,Mark Johnson,28,PIT,NL,127,396,343,55,94,24,0,13,47,6,4,44,64,.274,.361,.458,.819,112,157,5,5,0,4,3,3/7
1996,johnsjo07,John Johnstone,27,HOU,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1996,jonesan01,Andruw Jones,19,ATL,NL,31,113,106,11,23,7,1,5,13,3,0,7,29,.217,.265,.443,.709,80,47,1,0,0,0,0,98
1996,jonesbo03,Bobby Jones,26,NYM,NL,31,72,60,6,7,2,0,0,2,0,0,3,20,.117,.159,.150,.309,-16,9,1,0,9,0,0,1
1996,jonesch06,Chipper Jones,24,ATL,NL,157,693,598,114,185,32,5,30,110,14,1,87,88,.309,.393,.530,.923,137,317,14,0,1,7,0,*56/9
1996,jonesch05,Chris Jones,30,NYM,NL,89,163,149,22,36,7,0,4,18,1,0,12,42,.242,.307,.369,.676,82,55,3,2,0,0,1,97/83
1996,jonesda05,Dax Jones,25,SFG,NL,34,67,58,7,10,0,2,1,7,2,2,8,12,.172,.269,.293,.562,52,17,0,0,0,1,0,8/9
1996,jonesdo01,Doug Jones,39,TOT,MLB,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,jonesdo01,Doug Jones,39,CHC,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
1996,joneste02,Terry Jones,25,COL,NL,12,11,10,6,3,0,0,0,1,0,0,0,3,.300,.273,.300,.573,39,3,0,0,0,1,0,/8
1996,jonesto02,Todd Jones,28,HOU,NL,51,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1996,jordabr01,Brian Jordan,29,STL,NL,140,560,513,82,159,36,1,17,104,22,5,29,84,.310,.349,.483,.833,118,248,6,7,2,9,4,*98/3
1996,jordake01,Kevin Jordan,26,PHI,NL,43,142,131,15,37,10,0,3,12,2,1,5,20,.282,.309,.427,.737,93,56,3,1,3,2,0,3/45
1996,jordari03,Ricardo Jordan,26,PHI,NL,26,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1996,jordari02,Ricky Jordan,31,SEA,AL,15,31,28,4,7,0,0,1,4,0,0,1,6,.250,.290,.357,.647,64,10,0,1,0,1,0,/3D
1996,joynewa01,Wally Joyner,34,SDP,NL,121,510,433,59,120,29,1,8,65,5,3,69,71,.277,.377,.404,.781,112,175,6,3,1,4,8,*3
1996,judenje01,Jeff Juden,25,TOT,NL,58,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
1996,judenje01,Jeff Juden,25,SFG,NL,36,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1996,judenje01,Jeff Juden,25,MON,NL,22,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
1996,justida01,David Justice,30,ATL,NL,40,164,140,23,45,9,0,6,25,1,1,21,22,.321,.409,.514,.923,137,72,5,1,0,2,1,9
1996,karkoro01,Ron Karkovice,32,CHW,AL,111,389,355,44,78,22,0,10,38,0,0,24,93,.220,.270,.366,.636,63,130,7,1,7,2,2,*2
1996,karroer01,Eric Karros,28,LAD,NL,154,670,608,84,158,29,1,34,111,8,0,53,121,.260,.316,.479,.795,113,291,27,1,0,8,2,*3
